208,277000
209,145000
210,98000
211,186000
212,252678
213,156000
214,161750
215,134450
216,210000
217,107000
218,311500
219,167240
220,204900
221,200000
222,179900
223,97000
224,386250
225,112000
226,290000
227,106000
228,125000
229,192500
230,148000
231,403000
232,94500
233,128200
234,216500
235,89500
236,185500
237,194500
238,318000
239,113000
240,262500
241,110500
242,79000
243,120000
244,205000
245,241500
246,137000
247,140000
248,180000
249,277000
250,76500
251,235000
252,173000
253,158000
254,145000
255,230000
256,207500
257,220000
258,231500
259,97000
260,176000
261,276000
262,151000
263,130000
264,73000
265,175500
266,185000
267,179500
268,120500
269,148000
270,266000
271,241500
272,290000
273,139000
274,124500
275,205000
276,201000
277,141000
278,415298
279,192000
280,228500
281,185000
282,207500
283,244600
284,179200
285,164700
286,159000
287,88000
288,122000
289,153575
290,233230
291,135900
292,131000
293,235000
294,167000
295,142500
296,152000
297,239000
298,175000
299,158500
300,157000
301,267000
302,205000
303,149900
304,295000
305,305900
306,225000
307,89500
308,82500
309,360000
310,165600
311,132000
312,119900
313,375000
314,178000
315,188500
316,260000
317,270000
318,260000
319,187500
320,342643
321,354000
322,301000
323,126175
324,242000
325,87000
326,324000
327,145250
328,214500
329,78000
330,119000
331,139000
332,284000
333,207000
334,192000
335,228950
336,377426
337,214000
338,202500
339,155000
340,202900
341,82000
342,87500
343,266000
344,85000
345,140200
346,151500
347,157500
348,154000
349,437154
350,318061
351,190000
352,95000
353,105900
354,140000
355,177500
356,173000
357,134000
358,130000
359,280000
360,156000
361,145000
362,198500
363,118000
364,190000
365,147000
366,159000
367,165000
368,132000
369,162000
370,172400
371,134432
372,125000
373,123000
374,219500
375,61000
376,148000
377,340000
378,394432
379,179000
380,127000
381,187750
382,213500
383,76000
384,240000
385,192000
386,81000
387,125000
388,191000
389,426000
390,119000
391,215000
392,106500
393,100000
394,109000
395,129000
396,123000
397,169500
398,67000
399,241000
400,245500
401,164990
402,108000
403,258000
404,168000
405,150000
406,115000
407,177000
408,280000
409,339750
410,60000
411,145000
412,222000
413,115000
414,228000
415,181134
416,149500
417,239000
418,126000
419,142000
420,206300
421,215000
422,113000
423,315000
424,139000
425,135000
426,275000
427,109008
428,195400
429,175000
430,85400
431,79900
432,122500
433,181000
434,81000
435,212000
436,116000
437,119000
438,90350
439,110000
440,555000
441,118000
442,162900
443,172500
444,210000
445,127500
446,190000
447,199900
448,119500
449,120000
450,110000
451,280000
452,204000
453,210000
454,188000
455,175500
456,98000
457,256000
458,161000
459,110000
460,263435
461,155000
462,62383
463,188700
464,124000
465,178740
466,167000
467,146500
468,250000
469,187000
470,212000
471,190000
472,148000
473,440000
474,251000
475,132500
476,208900
477,380000
478,297000
479,89471
480,326000
481,374000
482,155000
483,164000
484,132500
485,147000
486,156000
487,175000
488,160000
489,86000
490,115000
491,133000
492,172785
493,155000
494,91300
495,34900
496,430000
497,184000
498,130000
499,120000
500,113000
501,226700
502,140000
503,289000
504,147000
505,124500
506,215000
507,208300
508,161000
509,124500
510,164900
511,202665
512,129900
513,134000
514,96500
515,402861
516,158000
517,265000
518,211000
519,234000
520,106250
521,150000
522,159000
523,315750
524,176000
525,132000
526,446261
527,86000
528,200624
529,175000
530,128000
531,107500
532,39300
533,178000
534,107500
535,188000
536,111250
537,158000
538,272000
539,315000
540,248000
541,213250
542,133000
543,179665
544,229000
545,210000
546,129500
547,125000
548,263000
549,140000
550,112500
551,255500
552,108000
553,284000
554,113000
555,141000
556,108000
557,175000
558,234000
559,121500
560,170000
561,108000
562,185000
563,268000
564,128000
565,325000
566,214000
567,316600
568,135960
569,142600
570,120000
571,224500
572,170000
573,139000
574,118500
575,145000
576,164500
577,146000
578,131500
579,181900
580,253293
581,118500
582,325000
583,133000
584,369900
585,130000
586,137000
587,143000
588,79500
589,185900
590,451950
591,138000
592,140000
593,110000
594,319000
595,114504
596,194201
597,217500
598,151000
599,275000
600,141000
601,220000
602,151000
603,221000
604,205000
605,152000
606,225000
607,359100
608,118500
609,313000
610,148000
611,261500
612,147000
613,75500
614,137500
615,183200
616,105500
617,314813
618,305000
619,67000
620,240000
621,135000
622,168500
623,165150
624,160000
625,139900
626,153000
627,135000
628,168500
629,124000
630,209500
631,82500
632,139400
633,144000
634,200000
635,60000
636,93000
637,85000
638,264561
639,274000
640,226000
641,345000
642,152000
643,370878
644,143250
645,98300
646,155000
647,155000
648,84500
649,205950
650,108000
651,191000
652,135000
653,350000
654,88000
655,145500
656,149000
657,97500
658,167000
659,197900
660,402000
661,110000
662,137500
663,423000
664,230500
665,129000
666,193500
667,168000
668,137500
669,173500
670,103600
671,165000
672,257500
673,140000
674,148500
675,87000
676,109500
677,372500
678,128500
679,143000
680,159434
681,173000
682,285000
683,221000
684,207500
685,227875
686,148800
687,392000
688,194700
689,141000
690,755000
691,335000
692,108480
693,141500
694,176000
695,89000
696,123500
697,138500
698,196000
699,312500
700,140000
701,361919
702,140000
703,213000
704,55000
705,302000
706,254000
707,179540
708,109900
709,52000
710,102776
711,189000
712,129000
713,130500
714,165000
715,159500
716,157000
717,341000
718,128500
719,275000
720,143000
721,124500
722,135000
723,320000
724,120500
725,222000
726,194500
727,110000
728,103000
729,236500
730,187500
731,222500
732,131400
733,108000
734,163000
735,93500
736,239900
737,179000
738,190000
739,132000
740,142000
741,179000
742,175000
743,180000
744,299800
745,236000
746,265979
747,260400
748,98000
749,96500
750,162000
751,217000
752,275500
753,156000
754,172500
755,212000
756,158900
757,179400
758,290000
759,127500
760,100000
761,215200
762,337000
763,270000
764,264132
765,196500
766,160000
767,216837
768,538000
769,134900
770,102000
771,107000
772,114500
773,395000
774,162000
775,221500
776,142500
777,144000
778,135000
779,176000
780,175900
781,187100
782,165500
783,128000
784,161500
785,139000
786,233000
787,107900
788,187500
789,160200
790,146800
791,269790
792,225000
793,194500
794,171000
795,143500
796,110000
797,485000
798,175000
799,200000
800,109900
801,189000
802,582933
803,118000
804,227680
805,135500
806,223500
807,159950
808,106000
809,181000
810,144500
811,55993
812,157900
813,116000
814,224900
815,137000
816,271000
817,155000
818,224000
819,183000
820,93000
821,225000
822,139500
823,232600
824,385000
825,109500
826,189000
827,185000
828,147400
829,166000
830,151000
831,237000
832,167000
833,139950
834,128000
835,153500
836,100000
837,144000
838,130500
839,140000
840,157500
841,174900
842,141000
843,153900
844,171000
845,213000
846,133500
847,240000
848,187000
849,131500
850,215000
851,164000
852,158000
853,170000
854,127000
855,147000
856,174000
857,152000
858,250000
859,189950
860,131500
861,152000
862,132500
863,250580
864,148500
865,248900
866,129000
867,169000
868,236000
869,109500
870,200500
871,116000
872,133000
873,66500
874,303477
875,132250
876,350000
877,148000
878,136500
879,157000
880,187500
881,178000
882,118500
883,100000
884,328900
885,145000
886,135500
887,268000
888,149500
889,122900
890,172500
891,154500
892,165000
893,118858
894,140000
895,106500
896,142953
897,611657
898,135000
899,110000
900,153000
901,180000
902,240000
903,125500
904,128000
905,255000
906,250000
907,131000
908,174000
909,154300
910,143500
911,88000
912,145000
913,173733
914,75000
915,35311
916,135000
917,238000
918,176500
919,201000
920,145900
921,169990
922,193000
923,207500
924,175000
925,285000
926,176000
927,236500
928,222000
929,201000
930,117500
931,320000
932,190000
933,242000
934,79900
935,184900
936,253000
937,239799
938,244400
939,150900
940,214000
941,150000
942,143000
943,137500
944,124900
945,143000
946,270000
947,192500
948,197500
949,129000
950,119900
951,133900
952,172000
953,127500
954,145000
955,124000
956,132000
957,185000
958,155000
959,116500
960,272000
961,155000
962,239000
963,214900
964,178900
965,160000
966,135000
967,37900
968,140000
969,135000
970,173000
971,99500
972,182000
973,167500
974,165000
975,85500
976,199900
977,110000
978,139000
979,178400
980,336000
981,159895
982,255900
983,126000
984,125000
985,117000
986,395192
987,195000
988,197000
989,348000
990,168000
991,187000
992,173900
993,337500
994,121600
995,136500
996,185000
997,91000
998,206000
999,82000
1000,86000
1001,232000
1002,136905
1003,181000
1004,149900
1005,163500
1006,88000
1007,240000
1008,102000
1009,135000
1010,100000
1011,165000
1012,85000
1013,119200
1014,227000
1015,203000
1016,187500
1017,160000
1018,213490
1019,176000
1020,194000
1021,87000
1022,191000
1023,287000
1024,112500
1025,167500
1026,293077
1027,105000
1028,118000
1029,160000
1030,197000
1031,310000
1032,230000
1033,119750
1034,84000
1035,315500
1036,287000
1037,97000
1038,80000
1039,155000
1040,173000
1041,196000
1042,262280
1043,278000
1044,139600
1045,556581
1046,145000
1047,115000
1048,84900
1049,176485
1050,200141
1051,165000
1052,144500
1053,255000
1054,180000
1055,185850
1056,248000
1057,335000
1058,220000
1059,213500
1060,81000
1061,90000
1062,110500
1063,154000
1064,328000
1065,178000
1066,167900
1067,151400
1068,135000
1069,135000
1070,154000
1071,91500
1072,159500
1073,194000
1074,219500
1075,170000
1076,138800
1077,155900
1078,126000
1079,145000
1080,133000
1081,192000
1082,160000
1083,187500
1084,147000
1085,83500
1086,252000
1087,137500
1088,197000
1089,92900
1090,160000
1091,136500
1092,146000
1093,129000
1094,176432
1095,127000
1096,170000
1097,128000
1098,157000
1099,60000
1100,119500
1101,135000
1102,159500
1103,106000
1104,325000
1105,179900
1106,274725
1107,181000
1108,280000
1109,188000
1110,205000
1111,129900
1112,134500
1113,117000
1114,318000
1115,184100
1116,130000
1117,140000
1118,133700
1119,118400
1120,212900
1121,112000
1122,118000
1123,163900
1124,115000
1125,174000
1126,259000
1127,215000
1128,140000
1129,135000
1130,93500
1131,117500
1132,239500
1133,169000
1134,102000
1135,119000
1136,94000
1137,196000
1138,144000
1139,139000
1140,197500
1141,424870
1142,80000
1143,80000
1144,149000
1145,180000
1146,174500
1147,116900
1148,143000
1149,124000
1150,149900
1151,230000
1152,120500
1153,201800
1154,218000
1155,179900
1156,230000
1157,235128
1158,185000
1159,146000
1160,224000
1161,129000
1162,108959
1163,194000
1164,233170
1165,245350
1166,173000
1167,235000
1168,625000
1169,171000
1170,163000
1171,171900
1172,200500
1173,239000
1174,285000
1175,119500
1176,115000
1177,154900
1178,93000
1179,250000
1180,392500
1181,745000
1182,120000
1183,186700
1184,104900
1185,95000
1186,262000
1187,195000
1188,189000
1189,168000
1190,174000
1191,125000
1192,165000
1193,158000
1194,176000
1195,219210
1196,144000
1197,178000
1198,148000
1199,116050
1200,197900
1201,117000
1202,213000
1203,153500
1204,271900
1205,107000
1206,200000
1207,140000
1208,290000
1209,189000
1210,164000
1211,113000
1212,145000
1213,134500
1214,125000
1215,112000
1216,229456
1217,80500
1218,91500
1219,115000
1220,134000
1221,143000
1222,137900
1223,184000
1224,145000
1225,214000
1226,147000
1227,367294
1228,127000
1229,190000
1230,132500
1231,101800
1232,142000
1233,130000
1234,138887
1235,175500
1236,195000
1237,142500
1238,265900
1239,224900
1240,248328
1241,170000
1242,465000
1243,230000
1244,178000
1245,186500
1246,169900
1247,129500
1248,119000
1249,244000
1250,171750
1251,130000
1252,294000
1253,165400
1254,127500
1255,301500
1256,99900
1257,190000
1258,151000
1259,181000
1260,128900
1261,161500
1262,180500
1263,181000
1264,183900
1265,122000
1266,378500
1267,381000
1268,144000
1269,260000
1270,185750
1271,137000
1272,177000
1273,139000
1274,137000
1275,162000
1276,197900
1277,237000
1278,68400
1279,227000
1280,180000
1281,150500
1282,139000
1283,169000
1284,132500
1285,143000
1286,190000
1287,278000
1288,281000
1289,180500
1290,119500
1291,107500
1292,162900
1293,115000
1294,138500
1295,155000
1296,140000
1297,154000
1298,225000
1299,177500
1300,290000
1301,232000
1302,130000
1303,325000
1304,202500
1305,138000
1306,147000
1307,179200
1308,335000
1309,203000
1310,302000
1311,333168
1312,119000
1313,206900
1314,295493
1315,208900
1316,275000
1317,111000
1318,156500
1319,72500
1320,190000
1321,82500
1322,147000
1323,55000
1324,79000
1325,130500
1326,256000
1327,176500
1328,227000
1329,132500
1330,100000
1331,125500
1332,125000
1333,167900
1334,135000
1335,52500
1336,200000
1337,128500
1338,123000
1339,155000
1340,228500
1341,177000
1342,155835
1343,108500
1344,262500
1345,283463
1346,215000
1347,122000
1348,200000
1349,171000
1350,134900
1351,410000
1352,235000
1353,170000
1354,110000
1355,149900
1356,177500
1357,315000
1358,189000
1359,260000
1360,104900
1361,156932
1362,144152
1363,216000
1364,193000
1365,127000
1366,144000
1367,232000
1368,105000
1369,165500
1370,274300
1371,466500
1372,250000
1373,239000
1374,91000
1375,117000
1376,83000
1377,167500
1378,58500
1379,237500
1380,157000
1381,112000
1382,105000
1383,125500
1384,250000
1385,136000
1386,377500
1387,131000
1388,235000
1389,124000
1390,123000
1391,163000
1392,246578
1393,281213
1394,160000
1395,137500
1396,138000
1397,137450
1398,120000
1399,193000
1400,193879
1401,282922
1402,105000
1403,275000
1404,133000
1405,112000
1406,125500
1407,215000
1408,230000
1409,140000
1410,90000
1411,257000
1412,207000
1413,175900
1414,122500
1415,340000
1416,124000
1417,223000
1418,179900
1419,127500
1420,136500
1421,274970
1422,144000
1423,142000
1424,271000
1425,140000
1426,119000
1427,182900
1428,192140
1429,143750
1430,64500
1431,186500
1432,160000
1433,174000
1434,120500
1435,394617
1436,149700
1437,197000
1438,191000
1439,149300
1440,310000
1441,121000
1442,179600
1443,129000
1444,157900
1445,240000
1446,112000
1447,92000
1448,136000
1449,287090
1450,145000
1451,84500
1452,185000
1453,175000
1454,210000
1455,266500
1456,142125
1457,147500
